,name,doi_link,doi,link1
312,KATDAM,http://dx.doi.org/10.1039/c2cc16779d,c2cc16779d,http://sunie.top:9009/Server/material/core_qmof_pdf/c2cc16779d.pdf
313,KAVLID,http://dx.doi.org/10.1002/anie.200501373,anie.200501373,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200501373.pdf
314,KAXZUG,http://dx.doi.org/10.1021/cg3000729,cg3000729,http://sunie.top:9009/Server/material/core_qmof_pdf/cg3000729.pdf
315,KEGYAX,http://dx.doi.org/10.1002/ejic.200501146,ejic.200501146,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.200501146.pdf
316,KESGAS,http://dx.doi.org/10.1080/15533174.2012.654878,15533174.2012.654878,http://sunie.top:9009/Server/material/core_qmof_pdf/15533174.2012.654878.pdf
317,KEXFAU,http://dx.doi.org/10.1246/cl.1990.1531,cl.1990.1531,http://sunie.top:9009/Server/material/core_qmof_pdf/cl.1990.1531.pdf
318,KIBDIJ,http://dx.doi.org/10.1021/ic061833e,ic061833e,http://sunie.top:9009/Server/material/core_qmof_pdf/ic061833e.pdf
319,KIFWUT,http://dx.doi.org/10.1039/C2CE26165K,C2CE26165K,http://sunie.top:9009/Server/material/core_qmof_pdf/C2CE26165K.pdf
320,KIGCEK,http://dx.doi.org/10.1039/C3CE41083H,C3CE41083H,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CE41083H.pdf
321,KIPZEQ,http://dx.doi.org/10.1021/cg4002626,cg4002626,http://sunie.top:9009/Server/material/core_qmof_pdf/cg4002626.pdf
322,KIQKOK,http://dx.doi.org/10.1021/cm980439e,cm980439e,http://sunie.top:9009/Server/material/core_qmof_pdf/cm980439e.pdf
323,KIYQIU,http://dx.doi.org/10.1021/cg401106z,cg401106z,http://sunie.top:9009/Server/material/core_qmof_pdf/cg401106z.pdf
324,KOGJOG,http://dx.doi.org/10.1016/j.inoche.2008.05.030,j.inoche.2008.05.030,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2008.05.030.pdf
325,KOZSID,http://dx.doi.org/10.1021/cg501324r,cg501324r,http://sunie.top:9009/Server/material/core_qmof_pdf/cg501324r.pdf
326,KULMIP,http://dx.doi.org/10.1016/j.molstruc.2015.02.054,j.molstruc.2015.02.054,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2015.02.054.pdf
327,KULRIT,http://dx.doi.org/10.1016/j.molstruc.2009.05.027,j.molstruc.2009.05.027,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2009.05.027.pdf
328,KUNRAO,http://dx.doi.org/10.1021/cm0623918,cm0623918,http://sunie.top:9009/Server/material/core_qmof_pdf/cm0623918.pdf
329,KUQWIE,http://dx.doi.org/10.1039/C5RA15663G,C5RA15663G,http://sunie.top:9009/Server/material/core_qmof_pdf/C5RA15663G.pdf
330,KUQXIE,http://dx.doi.org/10.1107/S0108270110008085,S0108270110008085,http://sunie.top:9009/Server/material/core_qmof_pdf/S0108270110008085.pdf
331,LABGAY,http://dx.doi.org/10.1039/c0ce00181c,c0ce00181c,http://sunie.top:9009/Server/material/core_qmof_pdf/c0ce00181c.pdf
332,LABKIL,http://dx.doi.org/10.1039/C5DT04759E,C5DT04759E,http://sunie.top:9009/Server/material/core_qmof_pdf/C5DT04759E.pdf
333,LAJJAK,http://dx.doi.org/10.1080/15533174.2014.989616,15533174.2014.989616,http://sunie.top:9009/Server/material/core_qmof_pdf/15533174.2014.989616.pdf
334,LASQON,http://dx.doi.org/10.1039/c2ce06345j,c2ce06345j,http://sunie.top:9009/Server/material/core_qmof_pdf/c2ce06345j.pdf
335,LAWHOJ,http://dx.doi.org/10.1021/acs.inorgchem.6b02863,acs.inorgchem.6b02863,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.6b02863.pdf
336,LECGEH,http://dx.doi.org/10.1021/ic3003228,ic3003228,http://sunie.top:9009/Server/material/core_qmof_pdf/ic3003228.pdf
337,LEGGEK,http://dx.doi.org/10.1021/cm051829l,cm051829l,http://sunie.top:9009/Server/material/core_qmof_pdf/cm051829l.pdf
338,LICSUM,http://dx.doi.org/10.1016/j.solidstatesciences.2006.12.003,j.solidstatesciences.2006.12.003,http://sunie.top:9009/Server/material/core_qmof_pdf/j.solidstatesciences.2006.12.003.pdf
339,LIDWIG,http://dx.doi.org/10.1039/C2CE25092F,C2CE25092F,http://sunie.top:9009/Server/material/core_qmof_pdf/C2CE25092F.pdf
340,LIKFOB,http://dx.doi.org/10.1524/ncrs.2007.0042,ncrs.2007.0042,http://sunie.top:9009/Server/material/core_qmof_pdf/ncrs.2007.0042.pdf
341,LIQCUK,http://dx.doi.org/10.1016/j.inoche.2006.11.008,j.inoche.2006.11.008,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2006.11.008.pdf
342,LIQJEC,http://dx.doi.org/10.1021/ol402563v,ol402563v,http://sunie.top:9009/Server/material/core_qmof_pdf/ol402563v.pdf
343,LISZOE,http://dx.doi.org/10.1039/C3DT53415D,C3DT53415D,http://sunie.top:9009/Server/material/core_qmof_pdf/C3DT53415D.pdf
344,LIVLUZ,http://dx.doi.org/10.1016/j.inoche.2013.10.036,j.inoche.2013.10.036,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2013.10.036.pdf
345,LODKIA,http://dx.doi.org/10.1021/cg401601d,cg401601d,http://sunie.top:9009/Server/material/core_qmof_pdf/cg401601d.pdf
346,LODPUR,http://dx.doi.org/10.1021/cg401583v,cg401583v,http://sunie.top:9009/Server/material/core_qmof_pdf/cg401583v.pdf
347,LOFVIN,http://dx.doi.org/10.1039/C4CE00923A,C4CE00923A,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE00923A.pdf
348,LOJLAZ,http://dx.doi.org/10.1002/anie.201402951,anie.201402951,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.201402951.pdf
349,LOLQIM,http://dx.doi.org/10.1021/ja000107m,ja000107m,http://sunie.top:9009/Server/material/core_qmof_pdf/ja000107m.pdf
350,LONVIV,http://dx.doi.org/10.1002/chem.201403123,chem.201403123,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201403123.pdf
351,LOTDIJ,http://dx.doi.org/10.1039/C4CE02347A,C4CE02347A,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE02347A.pdf
352,LUFNAC,http://dx.doi.org/10.1021/ja9006035,ja9006035,http://sunie.top:9009/Server/material/core_qmof_pdf/ja9006035.pdf
353,LUMLIQ,http://dx.doi.org/10.1016/j.ica.2015.05.003,j.ica.2015.05.003,http://sunie.top:9009/Server/material/core_qmof_pdf/j.ica.2015.05.003.pdf
354,LUWYUY,http://dx.doi.org/10.1002/zaac.200900374,zaac.200900374,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.200900374.pdf
355,MABJUV01,http://dx.doi.org/10.1039/b301219k,b301219k,http://sunie.top:9009/Server/material/core_qmof_pdf/b301219k.pdf
356,MAFLUD,http://dx.doi.org/10.1039/C5TA10765B,C5TA10765B,http://sunie.top:9009/Server/material/core_qmof_pdf/C5TA10765B.pdf
357,MAFZOK,http://dx.doi.org/10.1039/c0dt00525h,c0dt00525h,http://sunie.top:9009/Server/material/core_qmof_pdf/c0dt00525h.pdf
358,MALSIE,http://dx.doi.org/10.1021/acs.chemmater.5b04538,acs.chemmater.5b04538,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.chemmater.5b04538.pdf
359,MAPHAP,http://dx.doi.org/10.1039/C7CE00481H,C7CE00481H,http://sunie.top:9009/Server/material/core_qmof_pdf/C7CE00481H.pdf
360,MAQRAA,http://dx.doi.org/10.1016/j.molstruc.2017.04.068,j.molstruc.2017.04.068,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2017.04.068.pdf
361,MARLID,http://dx.doi.org/10.1016/j.molstruc.2017.03.127,j.molstruc.2017.03.127,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2017.03.127.pdf
362,MAYXUG,http://dx.doi.org/10.1039/b508574h,b508574h,http://sunie.top:9009/Server/material/core_qmof_pdf/b508574h.pdf
363,MAZSUD,http://dx.doi.org/10.1002/chem.201200385,chem.201200385,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201200385.pdf
364,MAZTIR,http://dx.doi.org/10.1107/S0108270105036358,S0108270105036358,http://sunie.top:9009/Server/material/core_qmof_pdf/S0108270105036358.pdf
365,MEKDUC,http://dx.doi.org/10.1021/ic060129v,ic060129v,http://sunie.top:9009/Server/material/core_qmof_pdf/ic060129v.pdf
366,METYIU,http://dx.doi.org/10.1002/asia.200600113,asia.200600113,http://sunie.top:9009/Server/material/core_qmof_pdf/asia.200600113.pdf
367,MIDRAT,http://dx.doi.org/10.1021/cg0700317,cg0700317,http://sunie.top:9009/Server/material/core_qmof_pdf/cg0700317.pdf
368,MIJMAU,http://dx.doi.org/10.1016/j.inoche.2007.04.031,j.inoche.2007.04.031,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2007.04.031.pdf
369,MIKJAR,http://dx.doi.org/10.1021/ja0100468,ja0100468,http://sunie.top:9009/Server/material/core_qmof_pdf/ja0100468.pdf
370,MIMSUY,http://dx.doi.org/10.1021/ic400940w,ic400940w,http://sunie.top:9009/Server/material/core_qmof_pdf/ic400940w.pdf
371,MINCER,http://dx.doi.org/10.1002/1099-0682(200203)2002:4%3C834::AID-EJIC834%3E3.0.CO;2-Q,1099-0682(200203)2002:4%3C834::AID-EJIC834%3E3.0.CO;2-Q,http://sunie.top:9009/Server/material/core_qmof_pdf/1099-0682(200203)2002:4%3C834::AID-EJIC834%3E3.0.CO;2-Q.pdf
372,MIYGIL,http://dx.doi.org/10.1016/j.jssc.2007.12.008,j.jssc.2007.12.008,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2007.12.008.pdf
373,MIZKOW,http://dx.doi.org/10.1039/b715058j,b715058j,http://sunie.top:9009/Server/material/core_qmof_pdf/b715058j.pdf
374,MOFPUU,http://dx.doi.org/10.1080/15533174.2013.791851,15533174.2013.791851,http://sunie.top:9009/Server/material/core_qmof_pdf/15533174.2013.791851.pdf
375,MOGVAG,http://dx.doi.org/10.1016/j.jssc.2008.05.007,j.jssc.2008.05.007,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2008.05.007.pdf
376,MOQSIV,http://dx.doi.org/10.1002/zaac.200800354,zaac.200800354,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.200800354.pdf
377,MOYMET,http://dx.doi.org/10.1021/cg800732e,cg800732e,http://sunie.top:9009/Server/material/core_qmof_pdf/cg800732e.pdf
378,MOZFIR,http://dx.doi.org/10.1080/00958970902769807,00958970902769807,http://sunie.top:9009/Server/material/core_qmof_pdf/00958970902769807.pdf
379,MUFHUR,http://dx.doi.org/10.1016/j.inoche.2009.07.028,j.inoche.2009.07.028,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2009.07.028.pdf
380,MUGHED,http://dx.doi.org/10.1021/acs.jpcc.5b02359,acs.jpcc.5b02359,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.jpcc.5b02359.pdf
381,MUHNAG,http://dx.doi.org/10.1039/C5RA06273J,C5RA06273J,http://sunie.top:9009/Server/material/core_qmof_pdf/C5RA06273J.pdf
382,MUHPAI,http://dx.doi.org/10.1021/acs.inorgchem.5b00110,acs.inorgchem.5b00110,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.5b00110.pdf
383,MUKRIU,http://dx.doi.org/10.1039/b915090k,b915090k,http://sunie.top:9009/Server/material/core_qmof_pdf/b915090k.pdf
384,MULQOA,http://dx.doi.org/10.1080/15533170802440755,15533170802440755,http://sunie.top:9009/Server/material/core_qmof_pdf/15533170802440755.pdf
385,MUPYIG,http://dx.doi.org/10.1021/cg9012894,cg9012894,http://sunie.top:9009/Server/material/core_qmof_pdf/cg9012894.pdf
386,MUTVUT,http://dx.doi.org/10.1016/j.inoche.2009.12.010,j.inoche.2009.12.010,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2009.12.010.pdf
387,MUVHER,http://dx.doi.org/10.1038/nchem.684,nchem.684,http://sunie.top:9009/Server/material/core_qmof_pdf/nchem.684.pdf
388,MUXHUI02,http://dx.doi.org/10.1080/15533174.2013.862713,15533174.2013.862713,http://sunie.top:9009/Server/material/core_qmof_pdf/15533174.2013.862713.pdf
389,NABCIE,http://dx.doi.org/10.1021/ic100853h,ic100853h,http://sunie.top:9009/Server/material/core_qmof_pdf/ic100853h.pdf
390,NACVUI,http://dx.doi.org/10.1002/anie.199610881,anie.199610881,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.199610881.pdf
391,NAFSOF,http://dx.doi.org/10.1039/C5CC10598F,C5CC10598F,http://sunie.top:9009/Server/material/core_qmof_pdf/C5CC10598F.pdf
392,NANNAU,http://dx.doi.org/10.1039/C7DT00614D,C7DT00614D,http://sunie.top:9009/Server/material/core_qmof_pdf/C7DT00614D.pdf
393,NAPZOV,http://dx.doi.org/10.1016/j.solidstatesciences.2011.12.002,j.solidstatesciences.2011.12.002,http://sunie.top:9009/Server/material/core_qmof_pdf/j.solidstatesciences.2011.12.002.pdf
394,NATXIR,http://dx.doi.org/10.1007/s10870-011-0241-1,s10870-011-0241-1,http://sunie.top:9009/Server/material/core_qmof_pdf/s10870-011-0241-1.pdf
395,NAVJAW,http://dx.doi.org/10.1002/anie.200501508,anie.200501508,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200501508.pdf
396,NEHZIK,http://dx.doi.org/10.1016/j.micromeso.2005.11.048,j.micromeso.2005.11.048,http://sunie.top:9009/Server/material/core_qmof_pdf/j.micromeso.2005.11.048.pdf
397,NELWIL,http://dx.doi.org/10.1002/anie.200600976,anie.200600976,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200600976.pdf
398,NEPWIQ,http://dx.doi.org/10.1107/S160053681205026X,S160053681205026X,http://sunie.top:9009/Server/material/core_qmof_pdf/S160053681205026X.pdf
399,NIJSAC,http://dx.doi.org/10.1039/C3CC45310C,C3CC45310C,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CC45310C.pdf
400,NOCLOH,http://dx.doi.org/10.1021/cg700731d,cg700731d,http://sunie.top:9009/Server/material/core_qmof_pdf/cg700731d.pdf
401,NOFQIK,http://dx.doi.org/10.1021/ic500677t,ic500677t,http://sunie.top:9009/Server/material/core_qmof_pdf/ic500677t.pdf
402,NOHHID,http://dx.doi.org/10.1039/C4RA02942A,C4RA02942A,http://sunie.top:9009/Server/material/core_qmof_pdf/C4RA02942A.pdf
403,NOKLIJ,http://dx.doi.org/10.1039/b810574j,b810574j,http://sunie.top:9009/Server/material/core_qmof_pdf/b810574j.pdf
404,NOKPEJ,http://dx.doi.org/10.1071/CH08147,CH08147,http://sunie.top:9009/Server/material/core_qmof_pdf/CH08147.pdf
405,NOLRIR,http://dx.doi.org/10.1039/C4DT02227K,C4DT02227K,http://sunie.top:9009/Server/material/core_qmof_pdf/C4DT02227K.pdf
406,NOMQAJ01,http://dx.doi.org/10.1039/C4RA07128J,C4RA07128J,http://sunie.top:9009/Server/material/core_qmof_pdf/C4RA07128J.pdf
407,NUCBIY,http://dx.doi.org/10.1039/C5DT00011D,C5DT00011D,http://sunie.top:9009/Server/material/core_qmof_pdf/C5DT00011D.pdf
408,NULMAJ,http://dx.doi.org/10.1002/chem.200900578,chem.200900578,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.200900578.pdf
409,NUVXOT,http://dx.doi.org/10.1021/jp302356q,jp302356q,http://sunie.top:9009/Server/material/core_qmof_pdf/jp302356q.pdf
410,OBAHIL,http://dx.doi.org/10.1038/srep11537,srep11537,http://sunie.top:9009/Server/material/core_qmof_pdf/srep11537.pdf
411,OCACUR,http://dx.doi.org/10.1107/S1600536804021944,S1600536804021944,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536804021944.pdf
412,OCUMIL,http://dx.doi.org/10.1021/acs.cgd.6b01366,acs.cgd.6b01366,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.6b01366.pdf
413,ODOXEK,http://dx.doi.org/10.1021/ic010794y,ic010794y,http://sunie.top:9009/Server/material/core_qmof_pdf/ic010794y.pdf
414,OFERUN,http://dx.doi.org/10.1021/ja0691932,ja0691932,http://sunie.top:9009/Server/material/core_qmof_pdf/ja0691932.pdf
415,OGECOU,http://dx.doi.org/10.1002/ejic.201300714,ejic.201300714,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.201300714.pdf
416,OGUPIQ,http://dx.doi.org/10.1021/cg9005696,cg9005696,http://sunie.top:9009/Server/material/core_qmof_pdf/cg9005696.pdf
417,OJIWIO,http://dx.doi.org/10.1038/ncomms1170,ncomms1170,http://sunie.top:9009/Server/material/core_qmof_pdf/ncomms1170.pdf
418,OJOZOE,http://dx.doi.org/10.1021/acs.inorgchem.6b03147,acs.inorgchem.6b03147,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.6b03147.pdf
419,OLUCAZ,http://dx.doi.org/10.1021/ic034846q,ic034846q,http://sunie.top:9009/Server/material/core_qmof_pdf/ic034846q.pdf
420,OMAXEG,http://dx.doi.org/10.1039/c0nj00631a,c0nj00631a,http://sunie.top:9009/Server/material/core_qmof_pdf/c0nj00631a.pdf
421,OMEWUZ,http://dx.doi.org/10.1002/zaac.201000314,zaac.201000314,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.201000314.pdf
422,OMIPAD,http://dx.doi.org/10.1016/j.jssc.2016.04.021,j.jssc.2016.04.021,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2016.04.021.pdf
423,ONIXOZ,http://dx.doi.org/10.1002/anie.201007583,anie.201007583,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.201007583.pdf
424,OPOBOL,http://dx.doi.org/10.1039/c0ce00884b,c0ce00884b,http://sunie.top:9009/Server/material/core_qmof_pdf/c0ce00884b.pdf
425,OPOYUO,http://dx.doi.org/10.1039/c0ce00662a,c0ce00662a,http://sunie.top:9009/Server/material/core_qmof_pdf/c0ce00662a.pdf
426,OQANIE,http://dx.doi.org/10.1016/j.ica.2010.06.022,j.ica.2010.06.022,http://sunie.top:9009/Server/material/core_qmof_pdf/j.ica.2010.06.022.pdf
427,OQOJUB,http://dx.doi.org/10.1016/j.steroids.2016.07.001,j.steroids.2016.07.001,http://sunie.top:9009/Server/material/core_qmof_pdf/j.steroids.2016.07.001.pdf
428,ORUHAM,http://dx.doi.org/10.1016/j.jssc.2016.07.017,j.jssc.2016.07.017,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2016.07.017.pdf
429,OSAXAI,http://dx.doi.org/10.1021/cg101251a,cg101251a,http://sunie.top:9009/Server/material/core_qmof_pdf/cg101251a.pdf
430,OSOMIT,http://dx.doi.org/10.1002/chem.201003274,chem.201003274,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201003274.pdf
431,OWAVOY,http://dx.doi.org/10.1021/cg101569a,cg101569a,http://sunie.top:9009/Server/material/core_qmof_pdf/cg101569a.pdf
432,OYEBIE,http://dx.doi.org/10.1002/chem.201100176,chem.201100176,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201100176.pdf
433,OZUKOL,http://dx.doi.org/10.1039/C4TA05794E,C4TA05794E,http://sunie.top:9009/Server/material/core_qmof_pdf/C4TA05794E.pdf
434,PABXAT,http://dx.doi.org/10.1016/j.molstruc.2010.06.019,j.molstruc.2010.06.019,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2010.06.019.pdf
435,PAKXIK,http://dx.doi.org/10.1080/00958972.2011.652099,00958972.2011.652099,http://sunie.top:9009/Server/material/core_qmof_pdf/00958972.2011.652099.pdf
436,PANYEL,http://dx.doi.org/10.1016/j.poly.2017.01.005,j.poly.2017.01.005,http://sunie.top:9009/Server/material/core_qmof_pdf/j.poly.2017.01.005.pdf
437,PAPPIH,http://dx.doi.org/10.1021/cg201161q,cg201161q,http://sunie.top:9009/Server/material/core_qmof_pdf/cg201161q.pdf
438,PARHEW,http://dx.doi.org/10.1039/b502512e,b502512e,http://sunie.top:9009/Server/material/core_qmof_pdf/b502512e.pdf
439,PARMIG,http://dx.doi.org/10.1007/s11426-011-4321-z,s11426-011-4321-z,http://sunie.top:9009/Server/material/core_qmof_pdf/s11426-011-4321-z.pdf
440,PARNON,http://dx.doi.org/10.1007/s11426-011-4347-2,s11426-011-4347-2,http://sunie.top:9009/Server/material/core_qmof_pdf/s11426-011-4347-2.pdf
441,PEGCIP,http://dx.doi.org/10.1021/ja3059827,ja3059827,http://sunie.top:9009/Server/material/core_qmof_pdf/ja3059827.pdf
442,PELXIP,http://dx.doi.org/10.1039/c2ce26720a,c2ce26720a,http://sunie.top:9009/Server/material/core_qmof_pdf/c2ce26720a.pdf
443,PENZUE,http://dx.doi.org/10.1021/ic0605266,ic0605266,http://sunie.top:9009/Server/material/core_qmof_pdf/ic0605266.pdf
444,PERSEM,http://dx.doi.org/10.1002/ejic.201201349,ejic.201201349,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.201201349.pdf
445,PEVZAT,http://dx.doi.org/10.1039/C3CE40162F,C3CE40162F,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CE40162F.pdf
446,PEWFII01,http://dx.doi.org/10.1080/00958972.2016.1150458,00958972.2016.1150458,http://sunie.top:9009/Server/material/core_qmof_pdf/00958972.2016.1150458.pdf
447,PIJJOI,http://dx.doi.org/10.1021/cg070320v,cg070320v,http://sunie.top:9009/Server/material/core_qmof_pdf/cg070320v.pdf
448,PITPEP,http://dx.doi.org/10.1039/C3DT53167H,C3DT53167H,http://sunie.top:9009/Server/material/core_qmof_pdf/C3DT53167H.pdf
449,POHMAC,http://dx.doi.org/10.1021/cg401452p,cg401452p,http://sunie.top:9009/Server/material/core_qmof_pdf/cg401452p.pdf
450,POLYEW,http://dx.doi.org/10.1039/C4CE01635A,C4CE01635A,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE01635A.pdf
451,POMSER,http://dx.doi.org/10.1016/j.inoche.2014.07.015,j.inoche.2014.07.015,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2014.07.015.pdf
452,PORVUO,http://dx.doi.org/10.1016/j.ica.2008.07.030,j.ica.2008.07.030,http://sunie.top:9009/Server/material/core_qmof_pdf/j.ica.2008.07.030.pdf
453,PUFXUL,http://dx.doi.org/10.1002/chem.201405395,chem.201405395,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201405395.pdf
454,PUNFIO,http://dx.doi.org/10.1021/cg901332m,cg901332m,http://sunie.top:9009/Server/material/core_qmof_pdf/cg901332m.pdf
455,PUPNAQ,http://dx.doi.org/10.1021/cg9011857,cg9011857,http://sunie.top:9009/Server/material/core_qmof_pdf/cg9011857.pdf
456,PUPXII,http://dx.doi.org/10.1016/j.molstruc.2009.09.038,j.molstruc.2009.09.038,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2009.09.038.pdf
457,PUPXII01,http://dx.doi.org/10.1016/j.molstruc.2016.08.019,j.molstruc.2016.08.019,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2016.08.019.pdf
458,PUWVAG,http://dx.doi.org/10.1016/j.micromeso.2015.08.009,j.micromeso.2015.08.009,http://sunie.top:9009/Server/material/core_qmof_pdf/j.micromeso.2015.08.009.pdf
459,PUZTOV,http://dx.doi.org/10.1016/j.molstruc.2015.12.005,j.molstruc.2015.12.005,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2015.12.005.pdf
460,QARCET,http://dx.doi.org/10.1021/ic2015463,ic2015463,http://sunie.top:9009/Server/material/core_qmof_pdf/ic2015463.pdf
461,QAWRIQ,http://dx.doi.org/10.1016/j.inoche.2005.08.013,j.inoche.2005.08.013,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2005.08.013.pdf
462,QEBGAH,http://dx.doi.org/10.1039/c2sc20443f,c2sc20443f,http://sunie.top:9009/Server/material/core_qmof_pdf/c2sc20443f.pdf
463,QEKLID,http://dx.doi.org/10.1016/j.jssc.2012.04.003,j.jssc.2012.04.003,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2012.04.003.pdf
464,QEKLID01,http://dx.doi.org/10.1021/cg300617h,cg300617h,http://sunie.top:9009/Server/material/core_qmof_pdf/cg300617h.pdf
465,QERWAL,http://dx.doi.org/10.1039/b009455m,b009455m,http://sunie.top:9009/Server/material/core_qmof_pdf/b009455m.pdf
466,QERZUI,http://dx.doi.org/10.1021/cg005519l,cg005519l,http://sunie.top:9009/Server/material/core_qmof_pdf/cg005519l.pdf
467,QEYWUN,http://dx.doi.org/10.1002/chem.200600980,chem.200600980,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.200600980.pdf
468,QIHXIQ,http://dx.doi.org/10.1021/ic401092j,ic401092j,http://sunie.top:9009/Server/material/core_qmof_pdf/ic401092j.pdf
469,QITDII,http://dx.doi.org/10.1080/15533174.2013.797447,15533174.2013.797447,http://sunie.top:9009/Server/material/core_qmof_pdf/15533174.2013.797447.pdf
470,QITYOI,http://dx.doi.org/10.1021/cg700741v,cg700741v,http://sunie.top:9009/Server/material/core_qmof_pdf/cg700741v.pdf
471,QOHTOX,http://dx.doi.org/10.1021/ic800766q,ic800766q,http://sunie.top:9009/Server/material/core_qmof_pdf/ic800766q.pdf
472,QOJVAM,http://dx.doi.org/10.1021/ja993219q,ja993219q,http://sunie.top:9009/Server/material/core_qmof_pdf/ja993219q.pdf
473,QOKCID,http://dx.doi.org/10.1021/ic801221r,ic801221r,http://sunie.top:9009/Server/material/core_qmof_pdf/ic801221r.pdf
474,QOMFEE,http://dx.doi.org/10.1039/b812366g,b812366g,http://sunie.top:9009/Server/material/core_qmof_pdf/b812366g.pdf
475,QOPHEI,http://dx.doi.org/10.1524/ncrs.2001.216.14.139,ncrs.2001.216.14.139,http://sunie.top:9009/Server/material/core_qmof_pdf/ncrs.2001.216.14.139.pdf
476,QOPZIF,http://dx.doi.org/10.1021/ic801906e,ic801906e,http://sunie.top:9009/Server/material/core_qmof_pdf/ic801906e.pdf
477,QOQDAD,http://dx.doi.org/10.1007/s11426-013-4962-1,s11426-013-4962-1,http://sunie.top:9009/Server/material/core_qmof_pdf/s11426-013-4962-1.pdf
478,QOSJUF,http://dx.doi.org/10.1039/C4RA13533D,C4RA13533D,http://sunie.top:9009/Server/material/core_qmof_pdf/C4RA13533D.pdf
479,QOTWON,http://dx.doi.org/10.1002/ejic.201403093,ejic.201403093,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.201403093.pdf
480,QOVSOL,http://dx.doi.org/10.1039/C4CE02551B,C4CE02551B,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE02551B.pdf
481,QOVWOP,http://dx.doi.org/10.1039/C4RA13501F,C4RA13501F,http://sunie.top:9009/Server/material/core_qmof_pdf/C4RA13501F.pdf
482,QQQGTA01,http://dx.doi.org/10.1039/dt9960003363,dt9960003363,http://sunie.top:9009/Server/material/core_qmof_pdf/dt9960003363.pdf
483,QQQGTA02,http://dx.doi.org/10.1107/S1600536800018833,S1600536800018833,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536800018833.pdf
484,QUDJOP,http://dx.doi.org/10.1021/cg900659r,cg900659r,http://sunie.top:9009/Server/material/core_qmof_pdf/cg900659r.pdf
485,QUFKIN,http://dx.doi.org/10.1021/acs.cgd.5b00218,acs.cgd.5b00218,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.5b00218.pdf
