,name,doi_link
431,HENYUV,http://dx.doi.org/10.1021/ja060946u
432,HIBGEF,http://dx.doi.org/10.1002/asia.200600390
433,HIBGIJ,http://dx.doi.org/10.1002/asia.200600390
434,HIFWAV,http://dx.doi.org/10.1002/chem.200700181
435,HIMSAY,http://dx.doi.org/10.1021/ja073505z
436,HIQNIG,http://dx.doi.org/10.1021/cg400579w
437,HIVQAG,http://dx.doi.org/10.1039/C3CE42660B
438,HIWXER,http://dx.doi.org/10.1002/ejic.200701083
439,HIYBUN,http://dx.doi.org/10.1002/anie.200704809
440,HIYZEV01,http://dx.doi.org/10.1016/j.jssc.2011.10.051
441,HIZQEN,http://dx.doi.org/10.1039/b718947h
442,HIZQEN01,http://dx.doi.org/10.1002/adom.201500666
443,HOGQIF,http://dx.doi.org/10.1039/C4CE01139B
444,HOGSIG,http://dx.doi.org/10.1039/b812402g
445,HOHJAR,http://dx.doi.org/10.1039/C4CE01414F
446,HOJLEY,http://dx.doi.org/10.1021/cg800743a
447,HOQMIL01,http://dx.doi.org/10.1039/C4DT01883D
448,HOQMIL02,http://dx.doi.org/10.1039/C4DT01883D
449,HOQMIL03,http://dx.doi.org/10.1039/C4DT01883D
450,HOQMIL04,http://dx.doi.org/10.1038/ncomms6851
451,HOTWUJ,http://dx.doi.org/10.1039/b804956d
452,HOXKUB,http://dx.doi.org/10.1021/cg800531y
453,HOXSIY,http://dx.doi.org/10.1002/zaac.201400213
454,HOYROE,http://dx.doi.org/10.1039/C5CE00305A
455,HUCLIB,http://dx.doi.org/10.1107/S1600536809032115
456,HUCXEK,http://dx.doi.org/10.1021/ic501395p
457,HUCXIO,http://dx.doi.org/10.1021/ic501395p
458,HUCXOU,http://dx.doi.org/10.1021/ic501395p
459,HUHJAW,http://dx.doi.org/10.1021/cg8010629
460,HURFEH,not_exist
461,HUSQES,http://dx.doi.org/10.1039/b922732f
462,IBARUA,http://dx.doi.org/10.1021/ja200978u
463,IBASUB,http://dx.doi.org/10.1021/ja200978u
464,IBATEM,http://dx.doi.org/10.1021/ja200978u
465,IBICAZ,http://dx.doi.org/10.1021/ja2078637
466,IBICED,http://dx.doi.org/10.1021/ja2078637
467,IBICIH,http://dx.doi.org/10.1021/ja2078637
468,IBICON,http://dx.doi.org/10.1021/ja2078637
469,IBOZIK,http://dx.doi.org/10.1039/c1ce05549f
470,ICEGED,http://dx.doi.org/10.1021/ic0492946
471,ICIZAV,http://dx.doi.org/10.1021/ic010609g
472,ICOWON,http://dx.doi.org/10.1002/zaac.200500464
473,IDAZEU,http://dx.doi.org/10.1107/S1600536811046022
474,IDEYOF,http://dx.doi.org/10.1021/ic0106017
475,IDUDES,http://dx.doi.org/10.1021/ja309992a
476,IDUDIW,http://dx.doi.org/10.1021/ja309992a
477,IGUCIY,http://dx.doi.org/10.1002/zaac.201200428
478,IGUTUB,http://dx.doi.org/10.1038/ncomms7917
479,IHECAB,http://dx.doi.org/10.1007/s10904-014-0076-2
480,IHERIY,http://dx.doi.org/10.1007/s10904-014-0045-9
481,IHUTIQ,http://dx.doi.org/10.1016/j.molstruc.2015.03.040
482,IJASES01,not_exist
483,IJEXUR,http://dx.doi.org/10.1039/c0ce00315h
484,IJODES,http://dx.doi.org/10.1071/CH15185
485,IKEBUV,http://dx.doi.org/10.1021/ic034346x
486,IKEBUV01,http://dx.doi.org/10.1016/j.molstruc.2005.01.055
487,ILIQEB,http://dx.doi.org/10.1021/acs.inorgchem.5b02873
488,ILIQIF,http://dx.doi.org/10.1021/acs.inorgchem.5b02873
489,ILOJEZ,http://dx.doi.org/10.1039/c0dt00894j
490,ILOTOT,http://dx.doi.org/10.1021/ic101286j
491,INESIE,not_exist
492,INOMOP,http://dx.doi.org/10.1039/C6SC00972G
493,INOMOP01,http://dx.doi.org/10.1016/j.molstruc.2016.11.029
494,IPIFAP,http://dx.doi.org/10.1016/j.inoche.2010.10.015
495,IPIHIA,http://dx.doi.org/10.1039/C6RA10664A
496,IPIJEY,http://dx.doi.org/10.1039/C5CE00833F
497,IQEKUM,http://dx.doi.org/10.1016/j.inoche.2016.06.032
498,IQOHUT,http://dx.doi.org/10.1021/acs.cgd.6b00780
499,IQOJAB,http://dx.doi.org/10.1021/acs.cgd.6b00780
500,IQOZUJ,not_exist
501,IQUNAJ,http://dx.doi.org/10.1021/cm981155x
502,IROROY,http://dx.doi.org/10.1021/acs.cgd.6b00610
503,ISIMAZ,http://dx.doi.org/10.1039/c1ce05235g
504,ISUGIN,http://dx.doi.org/10.1039/c0ce00848f
505,ITIPAE,http://dx.doi.org/10.1016/j.electacta.2016.08.069
506,IVARUT,http://dx.doi.org/10.1016/j.molstruc.2011.05.013
507,IVIXIW,http://dx.doi.org/10.14102/j.cnki.0254-5861.2011-1040
508,IVUVIG,http://dx.doi.org/10.1016/j.jssc.2016.09.011
509,IXODUV,http://dx.doi.org/10.1021/ic1025087
510,IXOFEH,http://dx.doi.org/10.1021/ic1025087
511,IXUWOO,http://dx.doi.org/10.1039/c1cc10411j
512,IYASOS,http://dx.doi.org/10.1080/15533174.2016.1149721
513,IYAZAL,http://dx.doi.org/10.1080/15533174.2016.1158187
514,IYEQUA,http://dx.doi.org/10.1039/C6CE01607C
515,IYIGEC,http://dx.doi.org/10.1002/ejic.200300813
516,IYOBAA,http://dx.doi.org/10.1039/c1cc12691a
517,IZEBEV,http://dx.doi.org/10.1016/j.inoche.2011.03.050
518,IZUMUM,http://dx.doi.org/10.1021/ic200560b
519,JADJOQ,http://dx.doi.org/10.1134/S0022476615050261
520,JALPAQ,http://dx.doi.org/10.1080/00958972.2015.1110239
521,JIVFUQ,http://dx.doi.org/10.1021/ic701628f
522,JOCPIB,http://dx.doi.org/10.1021/ja078074z
523,JOFKIA,http://dx.doi.org/10.1039/C3CE42087F
524,JOFKIA01,not_exist
525,JOGBIR,http://dx.doi.org/10.1021/ja803021v
526,JOJMEB,http://dx.doi.org/10.1021/cg800029z
527,JOSNAG,http://dx.doi.org/10.1021/ic980014u
528,JOSNAG01,http://dx.doi.org/10.1524/ncrs.2001.216.14.373
529,JOYKUF,http://dx.doi.org/10.1038/nature14327
530,JUFREJ,http://dx.doi.org/10.1039/C4DT03797A
531,JUFZER,http://dx.doi.org/10.1016/j.inoche.2015.03.019
532,JUMCUR,http://dx.doi.org/10.1016/j.micromeso.2015.07.038
533,JUMDAY,http://dx.doi.org/10.1016/j.micromeso.2015.07.038
534,JUMDEC,http://dx.doi.org/10.1016/j.micromeso.2015.07.038
535,KABXES,http://dx.doi.org/10.1016/j.inoche.2010.04.031
536,KABXIW,http://dx.doi.org/10.1016/j.inoche.2010.04.031
537,KAFYAT,http://dx.doi.org/10.1016/j.inoche.2010.03.048
538,KAJZIH,http://dx.doi.org/10.1039/C5RA23754H
539,KALFOU,http://dx.doi.org/10.1021/ja203053y
540,KALGEL,http://dx.doi.org/10.1021/ja203053y
541,KATDAM,http://dx.doi.org/10.1039/c2cc16779d
542,KAVLID,http://dx.doi.org/10.1002/anie.200501373
543,KAXZUG,http://dx.doi.org/10.1021/cg3000729
544,KAYBIX,http://dx.doi.org/10.1021/cg300093h
545,KAYBUJ,http://dx.doi.org/10.1021/cg300093h
546,KEGYAX,http://dx.doi.org/10.1002/ejic.200501146
547,KESGAS,http://dx.doi.org/10.1080/15533174.2012.654878
548,KEXFAU,http://dx.doi.org/10.1246/cl.1990.1531
549,KEXKAB,http://dx.doi.org/10.1016/j.poly.2013.01.027
550,KEXKEF,http://dx.doi.org/10.1016/j.poly.2013.01.027
551,KEXPOU,http://dx.doi.org/10.1016/j.poly.2013.01.027
552,KIBDIJ,http://dx.doi.org/10.1021/ic061833e
553,KIFWUT,http://dx.doi.org/10.1039/C2CE26165K
554,KIGCEK,http://dx.doi.org/10.1039/C3CE41083H
555,KINDIW,http://dx.doi.org/10.1021/cg400531j
556,KINDOC,http://dx.doi.org/10.1021/cg400531j
557,KINFAQ,http://dx.doi.org/10.1021/cg400531j
558,KINFEU,not_exist
559,KIPZEQ,http://dx.doi.org/10.1021/cg4002626
560,KIQKOK,http://dx.doi.org/10.1021/cm980439e
561,KIYMAI,http://dx.doi.org/10.1039/C3CE42208A
562,KIYMAI01,http://dx.doi.org/10.1016/j.inoche.2014.03.011
563,KIYMEM,http://dx.doi.org/10.1039/C3CE42208A
564,KIYMEM01,http://dx.doi.org/10.1016/j.inoche.2014.03.011
565,KIYMIQ,http://dx.doi.org/10.1039/C3CE42208A
566,KIYQIU,http://dx.doi.org/10.1021/cg401106z
567,KIYQOA,not_exist
568,KOGJOG,http://dx.doi.org/10.1016/j.inoche.2008.05.030
569,KOLTUC,http://dx.doi.org/10.1021/ic403080n
570,KOMGUP,http://dx.doi.org/10.1021/cg800289c
571,KOMHAW,http://dx.doi.org/10.1021/cg800289c
572,KOMJED,not_exist
573,KOMJIH,http://dx.doi.org/10.1021/ic403080n
574,KOMJON,http://dx.doi.org/10.1021/ic403080n
575,KOSJAF,http://dx.doi.org/10.1021/ja506230r
576,KOSKIO,http://dx.doi.org/10.1021/ja506230r
577,KOSKUA,http://dx.doi.org/10.1021/ja506230r
578,KOSLUB,http://dx.doi.org/10.1021/ja506230r
579,KOSMAI,http://dx.doi.org/10.1021/ja506230r
580,KOZSID,http://dx.doi.org/10.1021/cg501324r
581,KUDLUR,http://dx.doi.org/10.1016/j.ica.2009.02.040
582,KUDMAY,http://dx.doi.org/10.1016/j.ica.2009.02.040
583,KULMIP,http://dx.doi.org/10.1016/j.molstruc.2015.02.054
584,KULRIT,http://dx.doi.org/10.1016/j.molstruc.2009.05.027
585,KUMBOL,http://dx.doi.org/10.1039/C5RA03710G
586,KUMBUR,http://dx.doi.org/10.1039/C5RA03710G
587,KUNRAO,http://dx.doi.org/10.1021/cm0623918
588,KUQWIE,http://dx.doi.org/10.1039/C5RA15663G
589,KUQXIE,http://dx.doi.org/10.1107/S0108270110008085
590,LABGAY,http://dx.doi.org/10.1039/c0ce00181c
591,LABKIL,http://dx.doi.org/10.1039/C5DT04759E
592,LAGMUD,http://dx.doi.org/10.1002/anie.201003900
593,LAGNAK,http://dx.doi.org/10.1002/anie.201003900
594,LAGNEO,http://dx.doi.org/10.1002/anie.201003900
595,LAGPAM,http://dx.doi.org/10.1002/anie.201003900
596,LAGQER,http://dx.doi.org/10.1002/anie.201003900
597,LAGQOB,http://dx.doi.org/10.1002/anie.201003900
598,LAGRES,http://dx.doi.org/10.1002/anie.201003900
599,LAGVOG,http://dx.doi.org/10.1002/anie.201003900
600,LAJJAK,http://dx.doi.org/10.1080/15533174.2014.989616
601,LASQON,http://dx.doi.org/10.1039/c2ce06345j
602,LAWHOJ,http://dx.doi.org/10.1021/acs.inorgchem.6b02863
603,LECGEH,http://dx.doi.org/10.1021/ic3003228
604,LEDHEJ,http://dx.doi.org/10.1016/j.inoche.2012.04.027
605,LEDHIN,http://dx.doi.org/10.1016/j.inoche.2012.04.027
606,LEGGEK,http://dx.doi.org/10.1021/cm051829l
607,LICSUM,http://dx.doi.org/10.1016/j.solidstatesciences.2006.12.003
608,LIDWIG,http://dx.doi.org/10.1039/C2CE25092F
609,LIKFOB,http://dx.doi.org/10.1524/ncrs.2007.0042
610,LIQCUK,http://dx.doi.org/10.1016/j.inoche.2006.11.008
611,LIQJEC,http://dx.doi.org/10.1021/ol402563v
612,LISZOE,http://dx.doi.org/10.1039/C3DT53415D
613,LIVLUZ,http://dx.doi.org/10.1016/j.inoche.2013.10.036
614,LIWXIZ,not_exist
615,LODKIA,http://dx.doi.org/10.1021/cg401601d
616,LODPUR,http://dx.doi.org/10.1021/cg401583v
617,LOFVIN,http://dx.doi.org/10.1039/C4CE00923A
618,LOJLAZ,http://dx.doi.org/10.1002/anie.201402951
619,LOLQIM,http://dx.doi.org/10.1021/ja000107m
620,LONVIV,http://dx.doi.org/10.1002/chem.201403123
621,LOTDIJ,http://dx.doi.org/10.1039/C4CE02347A
622,LOXWAY,http://dx.doi.org/10.1002/anie.201408933
623,LOXWEC,http://dx.doi.org/10.1002/anie.201408933
624,LUFNAC,http://dx.doi.org/10.1021/ja9006035
625,LULHUW,http://dx.doi.org/10.1246/cl.2007.1184
626,LULJAE,http://dx.doi.org/10.1246/cl.2007.1184
627,LUMLIQ,http://dx.doi.org/10.1016/j.ica.2015.05.003
628,LUSHIR,http://dx.doi.org/10.1021/ja910818a
629,LUSJEP,http://dx.doi.org/10.1021/ja910818a
630,LUSJOZ,http://dx.doi.org/10.1021/ja910818a
631,LUWYUY,http://dx.doi.org/10.1002/zaac.200900374
632,MABJUV01,http://dx.doi.org/10.1039/b301219k
633,MADVUJ,http://dx.doi.org/10.1016/j.ica.2004.03.057
634,MADWAQ,http://dx.doi.org/10.1016/j.ica.2004.03.057
635,MAFLUD,http://dx.doi.org/10.1039/C5TA10765B
636,MAFZOK,http://dx.doi.org/10.1039/c0dt00525h
637,MAGBAZ,not_exist
638,MALSIE,http://dx.doi.org/10.1021/acs.chemmater.5b04538
639,MAPHAP,http://dx.doi.org/10.1039/C7CE00481H
640,MAQRAA,http://dx.doi.org/10.1016/j.molstruc.2017.04.068
641,MARLID,http://dx.doi.org/10.1016/j.molstruc.2017.03.127
642,MAYXUG,http://dx.doi.org/10.1039/b508574h
643,MAZSUD,http://dx.doi.org/10.1002/chem.201200385
644,MAZTIR,http://dx.doi.org/10.1107/S0108270105036358
645,MEHPAQ,http://dx.doi.org/10.1016/S0020-1693(98)00224-2
646,MEJQEZ,http://dx.doi.org/10.1039/c2jm34506d
647,MEJQID,http://dx.doi.org/10.1039/c2jm34506d
648,MEJQOJ,http://dx.doi.org/10.1039/c2jm34506d
649,MEJZEI,http://dx.doi.org/10.1039/c2dt30363a
650,MEJZOS,http://dx.doi.org/10.1039/c2dt30363a
651,MEJZUY,http://dx.doi.org/10.1039/c2dt30363a
652,MEKBAH,http://dx.doi.org/10.1039/c2dt30363a
653,MEKDUC,http://dx.doi.org/10.1021/ic060129v
654,METYIU,http://dx.doi.org/10.1002/asia.200600113
655,MICNES,http://dx.doi.org/10.1002/chem.200501067
656,MICNIW,http://dx.doi.org/10.1002/chem.200501067
657,MICPAQ,http://dx.doi.org/10.1002/chem.200501067
658,MICPEU,http://dx.doi.org/10.1002/chem.200501067
659,MIDRAT,http://dx.doi.org/10.1021/cg0700317
660,MIHHOA,http://dx.doi.org/10.1002/1521-3773(20011203)40:23%3C4422::AID-ANIE4422%3E3.0.CO;2-G
661,MIHHUG,http://dx.doi.org/10.1002/1521-3773(20011203)40:23%3C4422::AID-ANIE4422%3E3.0.CO;2-G
662,MIJMAU,http://dx.doi.org/10.1016/j.inoche.2007.04.031
663,MIKJAR,http://dx.doi.org/10.1021/ja0100468
664,MIMDAP,not_exist
665,MIMKIE,not_exist
666,MIMSUY,http://dx.doi.org/10.1021/ic400940w
667,MINCER,http://dx.doi.org/10.1002/1099-0682(200203)2002:4%3C834::AID-EJIC834%3E3.0.CO;2-Q
668,MIVNUB,http://dx.doi.org/10.1002/ejic.200700810
669,MIVPAJ,http://dx.doi.org/10.1002/ejic.200700810
670,MIVPEN,http://dx.doi.org/10.1002/ejic.200700810
671,MIYGIL,http://dx.doi.org/10.1016/j.jssc.2007.12.008
672,MIZKOW,http://dx.doi.org/10.1039/b715058j
673,MOCHES,http://dx.doi.org/10.1021/cm703703n
674,MOCHIW,http://dx.doi.org/10.1021/cm703703n
675,MOCHUI,http://dx.doi.org/10.1021/cm703703n
676,MOCJAQ,http://dx.doi.org/10.1021/cm703703n
677,MOCJEU,http://dx.doi.org/10.1021/cm703703n
678,MOCJIY,http://dx.doi.org/10.1021/cm703703n
679,MOFPUU,http://dx.doi.org/10.1080/15533174.2013.791851
680,MOGVAG,http://dx.doi.org/10.1016/j.jssc.2008.05.007
681,MOQSIV,http://dx.doi.org/10.1002/zaac.200800354
682,MOXNUJ,not_exist
683,MOYMET,http://dx.doi.org/10.1021/cg800732e
684,MOZFIR,http://dx.doi.org/10.1080/00958970902769807
685,MUFHUR,http://dx.doi.org/10.1016/j.inoche.2009.07.028
686,MUFXUI,http://dx.doi.org/10.1039/C4CE02564D
687,MUFYAP,http://dx.doi.org/10.1039/C4CE02564D
688,MUGHED,http://dx.doi.org/10.1021/acs.jpcc.5b02359
689,MUHNAG,http://dx.doi.org/10.1039/C5RA06273J
690,MUHPAI,http://dx.doi.org/10.1021/acs.inorgchem.5b00110
691,MUKRIU,http://dx.doi.org/10.1039/b915090k
692,MULQOA,http://dx.doi.org/10.1080/15533170802440755
693,MUPYIG,http://dx.doi.org/10.1021/cg9012894
694,MUTVUT,http://dx.doi.org/10.1016/j.inoche.2009.12.010
695,MUVHER,http://dx.doi.org/10.1038/nchem.684
696,MUXHIW01,http://dx.doi.org/10.1080/00958970902898036
697,MUXHUI01,http://dx.doi.org/10.1080/00958970902898036
698,MUXHUI02,http://dx.doi.org/10.1080/15533174.2013.862713
699,NABCIE,http://dx.doi.org/10.1021/ic100853h
700,NACVUI,http://dx.doi.org/10.1002/anie.199610881
701,NAFSOF,http://dx.doi.org/10.1039/C5CC10598F
702,NAHFIO,http://dx.doi.org/10.1039/C6CC00185H
703,NAHFOU,http://dx.doi.org/10.1039/C6CC00185H
704,NAJGAH,not_exist
705,NANNAU,http://dx.doi.org/10.1039/C7DT00614D
706,NAPZOV,http://dx.doi.org/10.1016/j.solidstatesciences.2011.12.002
707,NATXIR,http://dx.doi.org/10.1007/s10870-011-0241-1
708,NAVJAW,http://dx.doi.org/10.1002/anie.200501508
709,NEHZIK,http://dx.doi.org/10.1016/j.micromeso.2005.11.048
710,NELWIL,http://dx.doi.org/10.1002/anie.200600976
711,NEPWIQ,http://dx.doi.org/10.1107/S160053681205026X
712,NEVVAM01,http://dx.doi.org/10.1246/cl.130514
713,NEVVAM02,http://dx.doi.org/10.1246/cl.130514
714,NIJSAC,http://dx.doi.org/10.1039/C3CC45310C
715,NIMVEL,http://dx.doi.org/10.1039/b708165k
716,NIMVIP,http://dx.doi.org/10.1039/b708165k
717,NOCLOH,http://dx.doi.org/10.1021/cg700731d
718,NOCLOH01,http://dx.doi.org/10.1021/ja2031568
719,NOCLOH02,http://dx.doi.org/10.1021/ja2031568
720,NOFQIK,http://dx.doi.org/10.1021/ic500677t
721,NOHHID,http://dx.doi.org/10.1039/C4RA02942A
722,NOKLIJ,http://dx.doi.org/10.1039/b810574j
723,NOKPEJ,http://dx.doi.org/10.1071/CH08147
724,NOLRIR,http://dx.doi.org/10.1039/C4DT02227K
725,NOMQAJ01,http://dx.doi.org/10.1039/C4RA07128J
726,NUCBIY,http://dx.doi.org/10.1039/C5DT00011D
727,NULMAJ,http://dx.doi.org/10.1002/chem.200900578
728,NUVXOT,http://dx.doi.org/10.1021/jp302356q
729,NUYWEK,http://dx.doi.org/10.1039/c0nj00302f
730,NUYWOU,http://dx.doi.org/10.1039/c0nj00302f
731,OBAFEF,http://dx.doi.org/10.1002/chem.201702087
732,OBAFIJ,http://dx.doi.org/10.1002/chem.201702087
733,OBAHIL,http://dx.doi.org/10.1038/srep11537
734,OCACUR,http://dx.doi.org/10.1107/S1600536804021944
735,OCUGEZ01,http://dx.doi.org/10.1002/zaac.200500464
736,OCUMIL,http://dx.doi.org/10.1021/acs.cgd.6b01366
737,ODOXEK,http://dx.doi.org/10.1021/ic010794y
738,OFERUN,http://dx.doi.org/10.1021/ja0691932
739,OFESAU,http://dx.doi.org/10.1016/j.poly.2006.12.042
740,OFESIC,http://dx.doi.org/10.1016/j.poly.2006.12.042
741,OGAGAF,http://dx.doi.org/10.1016/j.ica.2007.12.029
742,OGAGEJ,http://dx.doi.org/10.1016/j.ica.2007.12.029
743,OGAGIN,http://dx.doi.org/10.1016/j.ica.2007.12.029
744,OGECOU,http://dx.doi.org/10.1002/ejic.201300714
745,OGUPIQ,http://dx.doi.org/10.1021/cg9005696
746,OHAKEO,http://dx.doi.org/10.1021/cg900504m
747,OHAKIS,http://dx.doi.org/10.1021/cg900504m
748,OJAKOA,http://dx.doi.org/10.1016/j.molstruc.2009.09.031
749,OJAKUG,http://dx.doi.org/10.1016/j.molstruc.2009.09.031
750,OJIWIO,http://dx.doi.org/10.1038/ncomms1170
751,OJOZOE,http://dx.doi.org/10.1021/acs.inorgchem.6b03147
752,OKAYIK,http://dx.doi.org/10.1021/acs.chemmater.5b03792
753,OKAYUW,http://dx.doi.org/10.1021/acs.chemmater.5b03792
754,OKAZAD,http://dx.doi.org/10.1021/acs.chemmater.5b03792
755,OLUCAZ,http://dx.doi.org/10.1021/ic034846q
756,OMAXEG,http://dx.doi.org/10.1039/c0nj00631a
757,OMEWUZ,http://dx.doi.org/10.1002/zaac.201000314
758,OMIPAD,http://dx.doi.org/10.1016/j.jssc.2016.04.021
759,ONIXOZ,http://dx.doi.org/10.1002/anie.201007583
760,OPENIH,http://dx.doi.org/10.1016/j.inoche.2009.10.025
761,OPENON,http://dx.doi.org/10.1016/j.inoche.2009.10.025
762,OPOBOL,http://dx.doi.org/10.1039/c0ce00884b
763,OPOYUO,http://dx.doi.org/10.1039/c0ce00662a
764,OQANIE,http://dx.doi.org/10.1016/j.ica.2010.06.022
765,OQOJUB,http://dx.doi.org/10.1016/j.steroids.2016.07.001
766,ORUHAM,http://dx.doi.org/10.1016/j.jssc.2016.07.017
767,OSAVUA,http://dx.doi.org/10.1021/cg101114h
768,OSAWEL,http://dx.doi.org/10.1021/cg101114h
769,OSAXAI,http://dx.doi.org/10.1021/cg101251a
770,OSIXEU,http://dx.doi.org/10.1021/cg101435b
771,OSIXIY,http://dx.doi.org/10.1021/cg101435b
772,OSOMIT,http://dx.doi.org/10.1002/chem.201003274
773,OTATOT,http://dx.doi.org/10.1021/cg101432k
774,OTAVOV,http://dx.doi.org/10.1021/cg101432k
775,OTIPUE,http://dx.doi.org/10.1021/acs.inorgchem.6b00758
776,OTIQAL,http://dx.doi.org/10.1021/acs.inorgchem.6b00758
777,OVICUS,http://dx.doi.org/10.1021/cg101433t
778,OVIDON,http://dx.doi.org/10.1021/cg101433t
779,OWAVOY,http://dx.doi.org/10.1021/cg101569a
780,OWIHUZ,http://dx.doi.org/10.1021/jacs.6b01323
781,OWIJAH,http://dx.doi.org/10.1021/jacs.6b01323
782,OXAZIX,not_exist
783,OYEBIE,http://dx.doi.org/10.1002/chem.201100176
784,OZUKOL,http://dx.doi.org/10.1039/C4TA05794E
785,PABXAT,http://dx.doi.org/10.1016/j.molstruc.2010.06.019
786,PAKXIK,http://dx.doi.org/10.1080/00958972.2011.652099
787,PANYEL,http://dx.doi.org/10.1016/j.poly.2017.01.005
788,PAPPED,not_exist
789,PAPPIH,http://dx.doi.org/10.1021/cg201161q
790,PAPROO,not_exist
791,PAPRUU,not_exist
792,PARHEW,http://dx.doi.org/10.1039/b502512e
793,PARMIG,http://dx.doi.org/10.1007/s11426-011-4321-z
794,PARNON,http://dx.doi.org/10.1007/s11426-011-4347-2
795,PASMUT,http://dx.doi.org/10.1039/c2ce25283j
796,PASNAA,http://dx.doi.org/10.1039/c2ce25283j
797,PEFSEA,http://dx.doi.org/10.1021/cg300440t
798,PEFTAX,http://dx.doi.org/10.1021/cg300440t
799,PEGBUA,http://dx.doi.org/10.1021/ja3073512
800,PEGCAH,http://dx.doi.org/10.1021/ja3073512
801,PEGCIP,http://dx.doi.org/10.1021/ja3059827
802,PELXIP,http://dx.doi.org/10.1039/c2ce26720a
803,PENZUE,http://dx.doi.org/10.1021/ic0605266
804,PEPLEC,http://dx.doi.org/10.1002/anie.200602556
805,PEPLIG,http://dx.doi.org/10.1002/anie.200602556
806,PEPLOM,http://dx.doi.org/10.1002/anie.200602556
807,PERSEM,http://dx.doi.org/10.1002/ejic.201201349
808,PEVLEJ,http://dx.doi.org/10.1039/C2CE26695D
809,PEVLIN,http://dx.doi.org/10.1039/C2CE26695D
810,PEVYUM,not_exist
811,PEVZAT,http://dx.doi.org/10.1039/C3CE40162F
812,PEWFII01,http://dx.doi.org/10.1080/00958972.2016.1150458
813,PEXBIF01,not_exist
814,PIHWAG,not_exist
815,PIJJOI,http://dx.doi.org/10.1021/cg070320v
816,PITPEP,http://dx.doi.org/10.1039/C3DT53167H
817,PIZQUM,http://dx.doi.org/10.1021/ic500436g
818,PIZRAT,http://dx.doi.org/10.1021/ic500436g
819,POHMAC,http://dx.doi.org/10.1021/cg401452p
820,POKSAL,http://dx.doi.org/10.1016/j.jssc.2014.03.021
821,POKSIT,http://dx.doi.org/10.1016/j.jssc.2014.03.021
822,POKTUG,http://dx.doi.org/10.1016/j.jssc.2014.03.021
823,POKVAO,http://dx.doi.org/10.1016/j.jssc.2014.03.021
824,POKVIW,http://dx.doi.org/10.1016/j.jssc.2014.03.021
825,POLYEW,http://dx.doi.org/10.1039/C4CE01635A
826,POMSER,http://dx.doi.org/10.1016/j.inoche.2014.07.015
827,PORVUO,http://dx.doi.org/10.1016/j.ica.2008.07.030
828,POXHIU,http://dx.doi.org/10.1016/j.inoche.2008.12.011
829,POXHOA,http://dx.doi.org/10.1016/j.inoche.2008.12.011
830,PUFXUL,http://dx.doi.org/10.1002/chem.201405395
831,PUNFIO,http://dx.doi.org/10.1021/cg901332m
832,PUPNAQ,http://dx.doi.org/10.1021/cg9011857
833,PUPXII,http://dx.doi.org/10.1016/j.molstruc.2009.09.038
834,PUPXII01,http://dx.doi.org/10.1016/j.molstruc.2016.08.019
835,PUWVAG,http://dx.doi.org/10.1016/j.micromeso.2015.08.009
836,PUZTOV,http://dx.doi.org/10.1016/j.molstruc.2015.12.005
837,QADWIE,http://dx.doi.org/10.1039/C6CE00023A
838,QADWOK,http://dx.doi.org/10.1039/C6CE00023A
839,QADWUQ,http://dx.doi.org/10.1039/C6CE00023A
840,QADXAX,http://dx.doi.org/10.1039/C6CE00023A
841,QARCET,http://dx.doi.org/10.1021/ic2015463
842,QAVYUJ,http://dx.doi.org/10.1016/j.inoche.2011.12.004
843,QAVZAQ,http://dx.doi.org/10.1016/j.inoche.2011.12.004
844,QAWRIQ,http://dx.doi.org/10.1016/j.inoche.2005.08.013
845,QEBGAH,http://dx.doi.org/10.1039/c2sc20443f
846,QEKLID,http://dx.doi.org/10.1016/j.jssc.2012.04.003
847,QEKLID01,http://dx.doi.org/10.1021/cg300617h
848,QERWAL,http://dx.doi.org/10.1039/b009455m
849,QERZUI,http://dx.doi.org/10.1021/cg005519l
850,QESYOD,not_exist
851,QEYWUN,http://dx.doi.org/10.1002/chem.200600980
852,QIDDAI02,http://dx.doi.org/10.1002/chem.200501067
853,QIHXIQ,http://dx.doi.org/10.1021/ic401092j
854,QITDEE,not_exist
855,QITDII,http://dx.doi.org/10.1080/15533174.2013.797447
856,QITYOI,http://dx.doi.org/10.1021/cg700741v
857,QIVBUT,not_exist
858,QIVYUR,http://dx.doi.org/10.1039/C3CE42454E
859,QIVZEC,http://dx.doi.org/10.1039/C3CE42454E
860,QOCRUW,not_exist
861,QOHTOX,http://dx.doi.org/10.1021/ic800766q
862,QOJVAM,http://dx.doi.org/10.1021/ja993219q
863,QOKCID,http://dx.doi.org/10.1021/ic801221r
864,QOMFEE,http://dx.doi.org/10.1039/b812366g
865,QOMSES,http://dx.doi.org/10.1021/ic5008457
866,QONKUB,http://dx.doi.org/10.1021/ic5008457
867,QONLAI,http://dx.doi.org/10.1021/ic5008457
868,QOPHEI,http://dx.doi.org/10.1524/ncrs.2001.216.14.139
869,QOPZIF,http://dx.doi.org/10.1021/ic801906e
870,QOQDAD,http://dx.doi.org/10.1007/s11426-013-4962-1
871,QOSJUF,http://dx.doi.org/10.1039/C4RA13533D
872,QOTWON,http://dx.doi.org/10.1002/ejic.201403093
873,QOVSOL,http://dx.doi.org/10.1039/C4CE02551B
874,QOVWOO01,http://dx.doi.org/10.1021/jp505893s
